Ticker,Last Close Price,Current Price,Signal,Method,Upper_Band,Middle_Band,Lower_Band
CRM,243.50999450683594,243.50999450683594,HOLD (Price within Bollinger Bands),bollinger,266.169963369059,251.44450149536132,236.71903962166363
CRWD,533.780029296875,533.780029296875,HOLD (Price within Bollinger Bands),bollinger,571.2451594406531,531.5830001831055,491.92084092555785
CSCO,77.30999755859375,77.30999755859375,SELL (Price above Upper Bollinger Band),bollinger,75.48483593149966,72.02349967956543,68.5621634276312
CSGP,68.5999984741211,68.5999984741211,HOLD (Price within Bollinger Bands),bollinger,80.48897692043069,72.08000030517579,63.67102368992089
CSX,35.165000915527344,35.165000915527344,HOLD (Price within Bollinger Bands),bollinger,36.60739384147315,35.668249702453615,34.72910556343408
CTAS,188.74000549316406,188.74000549316406,HOLD (Price within Bollinger Bands),bollinger,195.42610312051198,187.51499938964844,179.6038956587849
CTRA,26.079999923706055,26.079999923706055,HOLD (Price within Bollinger Bands),bollinger,27.443501225151184,24.59499979019165,21.746498355232116
CTSH,74.18000030517578,74.18000030517578,HOLD (Price within Bollinger Bands),bollinger,76.64261981402606,70.95249977111817,65.26237972821028
CTVA,66.57499694824219,66.57499694824219,HOLD (Price within Bollinger Bands),bollinger,66.6429570377986,63.46025009155274,60.27754314530687
CVS,78.86000061035156,78.86000061035156,HOLD (Price within Bollinger Bands),bollinger,83.62860905864248,79.98568534851074,76.342761638379
CVX,155.67999267578125,155.67999267578125,HOLD (Price within Bollinger Bands),bollinger,157.41797859645513,154.6865005493164,151.95502250217768
D,61.209999084472656,61.209999084472656,HOLD (Price within Bollinger Bands),bollinger,62.30177982593747,60.369500160217285,58.4372204944971
DAL,60.244998931884766,60.244998931884766,HOLD (Price within Bollinger Bands),bollinger,62.37911881667149,59.07025032043457,55.76138182419764
DASH,199.875,199.875,HOLD (Price within Bollinger Bands),bollinger,292.98479949122947,238.8282501220703,184.67170075291114
DAY,68.875,68.875,HOLD (Price within Bollinger Bands),bollinger,68.93427219135651,68.53674964904785,68.13922710673918
DD,40.86000061035156,40.86000061035156,HOLD (Price within Bollinger Bands),bollinger,42.34922146705881,36.33169040679932,30.31415934653982
DDOG,188.5800018310547,188.5800018310547,HOLD (Price within Bollinger Bands),bollinger,202.47001751597705,167.85675048828125,133.24348346058545
DE,476.80499267578125,476.80499267578125,HOLD (Price within Bollinger Bands),bollinger,483.11432117429814,469.4572525024414,455.8001838305847
DECK,83.75499725341797,83.75499725341797,HOLD (Price within Bollinger Bands),bollinger,104.74467401700673,87.6197494506836,70.49482488436047
DELL,136.94000244140625,136.94000244140625,HOLD (Price within Bollinger Bands),bollinger,169.3965591714431,152.23319396972656,135.06982876801
DG,104.34269714355469,104.34269714355469,HOLD (Price within Bollinger Bands),bollinger,107.41467427961388,101.84113502502441,96.26759577043495
DGX,189.0800018310547,189.0800018310547,HOLD (Price within Bollinger Bands),bollinger,191.89679783105288,181.81949844360352,171.74219905615416
DHI,144.98500061035156,144.98500061035156,HOLD (Price within Bollinger Bands),bollinger,161.61942488951195,150.42725067138673,139.2350764532615
DHR,225.44000244140625,225.44000244140625,HOLD (Price within Bollinger Bands),bollinger,225.79714252788614,215.84599914550782,205.8948557631295
DIS,105.75,105.75,BUY (Price below Lower Bollinger Band),bollinger,116.2221516118579,111.95399971008301,107.68584780830813
DLR,161.19000244140625,161.19000244140625,BUY (Price below Lower Bollinger Band),bollinger,179.37011797770236,170.63600158691406,161.90188519612576
DLTR,102.16999816894531,102.16999816894531,HOLD (Price within Bollinger Bands),bollinger,107.49986831522625,101.76300010681152,96.02613189839678
DOC,17.625,17.625,HOLD (Price within Bollinger Bands),bollinger,19.063656454181576,18.06525011062622,17.066843767070864
DOV,183.8800048828125,183.8800048828125,HOLD (Price within Bollinger Bands),bollinger,188.54517704635987,178.16500091552734,167.78482478469482
DOW,22.614999771118164,22.614999771118164,HOLD (Price within Bollinger Bands),bollinger,25.7507223492229,23.110749912261962,20.470777475301023
DPZ,408.24139404296875,408.24139404296875,HOLD (Price within Bollinger Bands),bollinger,425.70989527547164,410.19307098388674,394.67624669230185
DRI,176.7899932861328,176.7899932861328,HOLD (Price within Bollinger Bands),bollinger,190.8850230397843,180.95550079345702,171.02597854712974
DTE,139.1300048828125,139.1300048828125,HOLD (Price within Bollinger Bands),bollinger,145.37667080246467,138.8904998779297,132.40432895339472
DUK,123.83989715576172,123.83989715576172,HOLD (Price within Bollinger Bands),bollinger,129.7157077478627,125.48349533081054,121.25128291375837
DVA,123.50499725341797,123.50499725341797,HOLD (Price within Bollinger Bands),bollinger,132.3011898793267,124.35325050354004,116.40531112775338
DVN,35.52000045776367,35.52000045776367,SELL (Price above Upper Bollinger Band),bollinger,35.304623667325515,32.98499994277954,30.66537621823356
DXCM,60.0,60.0,HOLD (Price within Bollinger Bands),bollinger,75.56385146957908,63.89099979400635,52.218148118433625
EA,201.80999755859375,201.80999755859375,HOLD (Price within Bollinger Bands),bollinger,201.95542108835252,200.707999420166,199.46057775197949
EBAY,86.80000305175781,86.80000305175781,HOLD (Price within Bollinger Bands),bollinger,103.25982643163714,89.50200080871582,75.7441751857945
ECL,262.8909912109375,262.8909912109375,HOLD (Price within Bollinger Bands),bollinger,284.76417057043636,265.55554962158203,246.34692867272773
ED,100.44999694824219,100.44999694824219,HOLD (Price within Bollinger Bands),bollinger,102.82493117499341,99.16399993896485,95.50306870293629
EFX,209.40499877929688,209.40499877929688,HOLD (Price within Bollinger Bands),bollinger,238.49726292185179,217.53175048828126,196.56623805471074
EG,329.3305969238281,329.3305969238281,HOLD (Price within Bollinger Bands),bollinger,361.06358120094757,329.20953063964845,297.35548007834933
EIX,58.72999954223633,58.72999954223633,HOLD (Price within Bollinger Bands),bollinger,59.33927246391451,56.918500137329104,54.4977278107437
EL,91.45999908447266,91.45999908447266,HOLD (Price within Bollinger Bands),bollinger,105.07325806909994,95.48449935913087,85.8957406491618
ELV,328.7449951171875,328.7449951171875,HOLD (Price within Bollinger Bands),bollinger,360.3730889876191,329.9672485351563,299.56140808269345
EME,623.021484375,623.021484375,HOLD (Price within Bollinger Bands),bollinger,769.9757668241665,683.1885772705078,596.4013877168492
EMR,129.5050048828125,129.5050048828125,HOLD (Price within Bollinger Bands),bollinger,139.9820708982048,133.11225204467775,126.24243319115068
EOG,110.22000122070312,110.22000122070312,SELL (Price above Upper Bollinger Band),bollinger,109.41534653485661,106.53400001525878,103.65265349566096
EPAM,180.72000122070312,180.72000122070312,HOLD (Price within Bollinger Bands),bollinger,185.79414377201687,163.7429992675781,141.69185476313936
EQIX,798.030029296875,798.030029296875,BUY (Price below Lower Bollinger Band),bollinger,849.7198437595919,824.3364990234375,798.953154287283
EQR,59.599998474121094,59.599998474121094,HOLD (Price within Bollinger Bands),bollinger,64.38045510667088,60.85799999237061,57.335544878070344
EQT,61.20000076293945,61.20000076293945,HOLD (Price within Bollinger Bands),bollinger,61.557164536446,55.61473407745361,49.67230361846122
ERIE,288.489990234375,288.489990234375,HOLD (Price within Bollinger Bands),bollinger,339.69795467300514,302.3750030517578,265.05205143051046
ES,73.77999877929688,73.77999877929688,HOLD (Price within Bollinger Bands),bollinger,75.1678199839001,73.51049995422363,71.85317992454716
ESS,254.59750366210938,254.59750366210938,HOLD (Price within Bollinger Bands),bollinger,267.88460531659194,258.0813758850098,248.2781464534276
ETN,357.95001220703125,357.95001220703125,BUY (Price below Lower Bollinger Band),bollinger,391.4949980325252,375.88099975585936,360.26700147919354
ETR,95.08499908447266,95.08499908447266,HOLD (Price within Bollinger Bands),bollinger,97.57562584121466,96.21575012207032,94.85587440292598
EVRG,76.77999877929688,76.77999877929688,HOLD (Price within Bollinger Bands),bollinger,79.09557211018151,77.33649940490723,75.57742669963295
EW,86.69999694824219,86.69999694824219,HOLD (Price within Bollinger Bands),bollinger,88.85052286284335,81.22299995422364,73.59547704560393
EXC,46.16999816894531,46.16999816894531,HOLD (Price within Bollinger Bands),bollinger,48.3469251799801,46.55241241455078,44.75789964912146
EXE,119.375,119.375,HOLD (Price within Bollinger Bands),bollinger,120.71829093460816,108.0537498474121,95.38920876021605
EXPD,138.75,138.75,HOLD (Price within Bollinger Bands),bollinger,145.8911662240095,127.12249870300293,108.35383118199634
EXPE,271.1300048828125,271.1300048828125,HOLD (Price within Bollinger Bands),bollinger,274.9437119345354,231.28550033569337,187.6272887368514
EXR,132.19000244140625,132.19000244140625,HOLD (Price within Bollinger Bands),bollinger,158.02469716099856,140.118497467041,122.21229777308348
F,13.4399995803833,13.4399995803833,HOLD (Price within Bollinger Bands),bollinger,13.901762515853369,12.864212036132812,11.826661556412256
FANG,146.57000732421875,146.57000732421875,HOLD (Price within Bollinger Bands),bollinger,148.77721524215454,142.98249893188478,137.187782621615
FAST,40.9900016784668,40.9900016784668,HOLD (Price within Bollinger Bands),bollinger,43.17952594860512,41.69248542785645,40.205444907107776
FCX,41.040000915527344,41.040000915527344,HOLD (Price within Bollinger Bands),bollinger,42.782546500730696,41.00449981689453,39.226453133058364
FDS,278.625,278.625,HOLD (Price within Bollinger Bands),bollinger,300.29980491696267,275.41875,250.5376950830373
FDX,268.7950134277344,268.7950134277344,HOLD (Price within Bollinger Bands),bollinger,271.57475879792077,251.47275085449218,231.3707429110636
FE,46.119998931884766,46.119998931884766,HOLD (Price within Bollinger Bands),bollinger,46.94704571973669,45.99692878723145,45.0468118547262
FFIV,238.5449981689453,238.5449981689453,HOLD (Price within Bollinger Bands),bollinger,316.4129989589114,265.4937484741211,214.57449798933084
FICO,1782.510009765625,1782.510009765625,HOLD (Price within Bollinger Bands),bollinger,1810.0931308728948,1661.8549926757812,1513.6168544786676
FIS,65.7300033569336,65.7300033569336,HOLD (Price within Bollinger Bands),bollinger,69.56735096962723,65.39449996948242,61.22164896933763
FISV,65.77999877929688,65.77999877929688,HOLD (Price within Bollinger Bands),bollinger,152.1177465632453,91.60949993133545,31.1012532994256
FITB,43.18000030517578,43.18000030517578,HOLD (Price within Bollinger Bands),bollinger,43.525618419702354,42.27149982452393,41.0173812293455
FOX,59.345001220703125,59.345001220703125,HOLD (Price within Bollinger Bands),bollinger,62.727215951872495,56.396250534057614,50.065285116242734
FOXA,65.79000091552734,65.79000091552734,HOLD (Price within Bollinger Bands),bollinger,69.29780050561315,62.75900039672852,56.22020028784389
FRT,98.0999984741211,98.0999984741211,HOLD (Price within Bollinger Bands),bollinger,102.22241055470991,98.00499992370605,93.7875892927022
FSLR,260.0899963378906,260.0899963378906,HOLD (Price within Bollinger Bands),bollinger,287.52299492285533,251.04050369262694,214.55801246239855
FTNT,82.08999633789062,82.08999633789062,HOLD (Price within Bollinger Bands),bollinger,87.82552662542118,84.27350006103515,80.72147349664912
FTV,52.470001220703125,52.470001220703125,HOLD (Price within Bollinger Bands),bollinger,52.52121768564505,50.35700016021728,48.192782634789516
GD,345.7950134277344,345.7950134277344,HOLD (Price within Bollinger Bands),bollinger,355.2054270390836,344.25374908447264,333.3020711298617
GDDY,132.82000732421875,132.82000732421875,HOLD (Price within Bollinger Bands),bollinger,136.2316289706101,131.77700119018556,127.322373409761
GE,304.5899963378906,304.5899963378906,HOLD (Price within Bollinger Bands),bollinger,315.4700320815064,307.04750061035156,298.6249691391967
GEHC,75.05999755859375,75.05999755859375,HOLD (Price within Bollinger Bands),bollinger,79.06768454968616,75.53041572570801,71.99314690172986
GEN,27.020000457763672,27.020000457763672,HOLD (Price within Bollinger Bands),bollinger,27.70718360856897,26.538500213623045,25.369816818677123
GEV,548.0700073242188,548.0700073242188,HOLD (Price within Bollinger Bands),bollinger,605.5769007804818,576.0405059814453,546.5041111824089
GILD,127.02999877929688,127.02999877929688,SELL (Price above Upper Bollinger Band),bollinger,126.23472085370844,121.46150016784668,116.68827948198492
GIS,47.28499984741211,47.28499984741211,HOLD (Price within Bollinger Bands),bollinger,49.236670309379946,47.27875022888183,45.32083014838372
GL,133.1300048828125,133.1300048828125,HOLD (Price within Bollinger Bands),bollinger,136.66328863451776,133.51149978637696,130.35971093823616
GLW,84.22000122070312,84.22000122070312,HOLD (Price within Bollinger Bands),bollinger,91.00129558850023,87.07650032043458,83.15170505236892
GM,72.27999877929688,72.27999877929688,HOLD (Price within Bollinger Bands),bollinger,75.6772383629913,68.1399995803833,60.60276079777531
GNRC,158.07249450683594,158.07249450683594,HOLD (Price within Bollinger Bands),bollinger,204.59816840894254,173.08562316894532,141.5730779289481
GOOG,280.7049865722656,280.7049865722656,HOLD (Price within Bollinger Bands),bollinger,301.1160277075251,273.4302474975586,245.74446728759204
GOOGL,280.0,280.0,HOLD (Price within Bollinger Bands),bollinger,300.6243586124166,272.81250076293946,245.00064291346237
GPC,129.08230590820312,129.08230590820312,HOLD (Price within Bollinger Bands),bollinger,135.85798305790735,128.78111419677734,121.70424533564733
GPN,76.693603515625,76.693603515625,HOLD (Price within Bollinger Bands),bollinger,90.58827164770886,81.21768035888672,71.84708907006458
GRMN,197.8800048828125,197.8800048828125,HOLD (Price within Bollinger Bands),bollinger,268.59628297229267,223.55749969482423,178.51871641735582
