Ticker,Last Close Price,Current Price,Signal,Method,Upper_Band,Middle_Band,Lower_Band
AWK,129.83999633789062,129.83999633789062,HOLD (Price within Bollinger Bands),bollinger,148.9086444519461,134.83249893188477,120.75635341182344
AXON,568.97998046875,568.97998046875,HOLD (Price within Bollinger Bands),bollinger,810.1496039279725,679.3130004882812,548.4763970485899
AXP,373.9700012207031,373.9700012207031,HOLD (Price within Bollinger Bands),bollinger,380.423445406537,358.6825012207031,336.9415570348692
AZO,3784.77001953125,3784.77001953125,HOLD (Price within Bollinger Bands),bollinger,4071.17376275861,3797.3469848632812,3523.5202069679526
BA,195.1199951171875,195.1199951171875,HOLD (Price within Bollinger Bands),bollinger,229.04602007794628,207.60500106811523,186.16398205828418
BAC,54.07500076293945,54.07500076293945,HOLD (Price within Bollinger Bands),bollinger,54.61690800884888,52.64125003814697,50.66559206744506
BALL,46.744998931884766,46.744998931884766,HOLD (Price within Bollinger Bands),bollinger,50.529128556537586,48.316250228881835,46.10337190122608
BAX,18.590099334716797,18.590099334716797,HOLD (Price within Bollinger Bands),bollinger,25.450000022533107,20.581504917144777,15.713009811756447
BBY,78.01000213623047,78.01000213623047,HOLD (Price within Bollinger Bands),bollinger,85.14092295779601,80.91750030517578,76.69407765255555
BDX,190.93609619140625,190.93609619140625,HOLD (Price within Bollinger Bands),bollinger,193.81826682511064,183.76430587768556,173.71034493026048
BEN,23.040000915527344,23.040000915527344,HOLD (Price within Bollinger Bands),bollinger,23.419392921629893,22.74250011444092,22.065607307251945
BF-B,27.665000915527344,27.665000915527344,HOLD (Price within Bollinger Bands),bollinger,29.194242285946654,27.703750228881837,26.21325817181702
BG,96.87000274658203,96.87000274658203,HOLD (Price within Bollinger Bands),bollinger,98.03371753137124,95.73900032043457,93.4442831094979
BIIB,160.6649932861328,160.6649932861328,HOLD (Price within Bollinger Bands),bollinger,161.033325384196,151.00174942016602,140.97017345613605
BK,113.05999755859375,113.05999755859375,SELL (Price above Upper Bollinger Band),bollinger,111.91728126357509,108.1614803314209,104.40567939926672
BKNG,5143.14013671875,5143.14013671875,HOLD (Price within Bollinger Bands),bollinger,5293.527109498768,5072.695458984375,4851.863808469982
BKR,47.73500061035156,47.73500061035156,HOLD (Price within Bollinger Bands),bollinger,49.77844877285836,47.27490425109863,44.771359729338904
BLDR,105.91000366210938,105.91000366210938,HOLD (Price within Bollinger Bands),bollinger,129.95937092071566,116.14049987792968,102.32162883514373
BLK,1093.75,1093.75,HOLD (Price within Bollinger Bands),bollinger,1175.9919160973432,1108.252001953125,1040.512087808907
BMY,49.19499969482422,49.19499969482422,SELL (Price above Upper Bollinger Band),bollinger,49.027990544515056,45.21375007629395,41.39950960807284
BR,222.86500549316406,222.86500549316406,HOLD (Price within Bollinger Bands),bollinger,236.13702440838554,225.47175064086915,214.80647687335275
BRK-B,503.3349914550781,503.3349914550781,HOLD (Price within Bollinger Bands),bollinger,504.8623938538889,489.1852508544922,473.50810785509555
BRO,80.43000030517578,80.43000030517578,HOLD (Price within Bollinger Bands),bollinger,91.7994119338897,82.69228324890136,73.58515456391302
BSX,104.1500015258789,104.1500015258789,SELL (Price above Upper Bollinger Band),bollinger,104.10044078591295,100.6375,97.17455921408705
BX,144.44500732421875,144.44500732421875,HOLD (Price within Bollinger Bands),bollinger,161.7537934848888,149.76447219848632,137.77515091208383
BXP,72.18000030517578,72.18000030517578,HOLD (Price within Bollinger Bands),bollinger,74.8685849880414,71.7090000152588,68.54941504247618
C,102.83999633789062,102.83999633789062,HOLD (Price within Bollinger Bands),bollinger,103.86472134364641,99.48064308166504,95.09656481968366
CAG,17.375,17.375,HOLD (Price within Bollinger Bands),bollinger,18.599902758371186,17.567533493041992,16.535164227712798
CAH,204.14999389648438,204.14999389648438,HOLD (Price within Bollinger Bands),bollinger,219.23072184595873,178.8134994506836,138.39627705540846
CARR,55.290000915527344,55.290000915527344,HOLD (Price within Bollinger Bands),bollinger,60.24591952535963,57.610067749023436,54.97421597268724
CAT,575.2999877929688,575.2999877929688,HOLD (Price within Bollinger Bands),bollinger,600.0124978647948,550.4835144042969,500.954530943799
CB,293.9949951171875,293.9949951171875,HOLD (Price within Bollinger Bands),bollinger,295.2959083551062,279.8992492675781,264.50259018005005
CBOE,261.5400085449219,261.5400085449219,HOLD (Price within Bollinger Bands),bollinger,263.427446510759,244.45099945068358,225.47455239060815
CBRE,156.30499267578125,156.30499267578125,HOLD (Price within Bollinger Bands),bollinger,165.6440866004529,156.03125076293946,146.41841492542602
CCI,93.38999938964844,93.38999938964844,HOLD (Price within Bollinger Bands),bollinger,101.65105096913827,94.00149993896484,86.35194890879141
CCL,27.290000915527344,27.290000915527344,HOLD (Price within Bollinger Bands),bollinger,30.54843063501761,28.114500045776367,25.680569456535125
CDNS,316.54901123046875,316.54901123046875,HOLD (Price within Bollinger Bands),bollinger,349.92297487614206,332.2504516601563,314.5779284441705
CDW,147.07000732421875,147.07000732421875,HOLD (Price within Bollinger Bands),bollinger,165.1666522162474,151.86050109863282,138.55434998101825
CEG,354.0,354.0,HOLD (Price within Bollinger Bands),bollinger,404.1623454396833,371.69750061035154,339.2326557810198
CF,84.93000030517578,84.93000030517578,HOLD (Price within Bollinger Bands),bollinger,87.32646318613138,84.23850021362304,81.1505372411147
CFG,52.44499969482422,52.44499969482422,HOLD (Price within Bollinger Bands),bollinger,53.03634845287144,50.82100582122803,48.60566318958462
CHD,85.63500213623047,85.63500213623047,HOLD (Price within Bollinger Bands),bollinger,89.8248699865942,86.10775032043458,82.39063065427496
CHRW,153.22000122070312,153.22000122070312,HOLD (Price within Bollinger Bands),bollinger,165.20688240778276,139.73100090026855,114.25511939275435
CHTR,209.81500244140625,209.81500244140625,HOLD (Price within Bollinger Bands),bollinger,265.92628708572374,234.0847496032715,202.2432121208192
CI,274.65899658203125,274.65899658203125,HOLD (Price within Bollinger Bands),bollinger,329.13228060187237,281.6129486083984,234.09361661492446
CINF,166.7100067138672,166.7100067138672,HOLD (Price within Bollinger Bands),bollinger,167.58200115470277,157.49899978637694,147.41599841805112
CL,78.96499633789062,78.96499633789062,HOLD (Price within Bollinger Bands),bollinger,80.35888030266759,77.79925117492675,75.23962204718592
CLX,105.06500244140625,105.06500244140625,HOLD (Price within Bollinger Bands),bollinger,122.17091021847041,112.27217636108398,102.37344250369755
CMCSA,27.7549991607666,27.7549991607666,HOLD (Price within Bollinger Bands),bollinger,30.463208520685047,28.402750110626222,26.342291700567397
CME,280.45001220703125,280.45001220703125,SELL (Price above Upper Bollinger Band),bollinger,279.9708932805075,269.2380004882813,258.50510769605506
CMG,31.084999084472656,31.084999084472656,HOLD (Price within Bollinger Bands),bollinger,46.777811447123966,36.262749671936035,25.747687896748104
CMI,478.7950134277344,478.7950134277344,HOLD (Price within Bollinger Bands),bollinger,486.63876579147217,437.3477493286133,388.05673286575444
CMS,74.69999694824219,74.69999694824219,HOLD (Price within Bollinger Bands),bollinger,75.56100814057261,73.45129699707032,71.34158585356802
CNC,36.52000045776367,36.52000045776367,HOLD (Price within Bollinger Bands),bollinger,38.028834760639974,35.469000053405765,32.909165346171555
CNP,39.6150016784668,39.6150016784668,HOLD (Price within Bollinger Bands),bollinger,40.4477196127988,39.36525001525879,38.282780417718776
COF,222.94000244140625,222.94000244140625,HOLD (Price within Bollinger Bands),bollinger,228.38033766830304,218.79049987792968,209.2006620875563
COIN,302.5,302.5,HOLD (Price within Bollinger Bands),bollinger,366.90231107530786,328.4804992675781,290.0586874598484
COO,72.93000030517578,72.93000030517578,HOLD (Price within Bollinger Bands),bollinger,75.79629874293008,71.62349967956543,67.45070061620078
COP,89.28500366210938,89.28500366210938,HOLD (Price within Bollinger Bands),bollinger,90.41475868550614,87.89075164794922,85.36674461039229
COR,364.875,364.875,HOLD (Price within Bollinger Bands),bollinger,371.16012658456646,341.56274871826173,311.965370851957
COST,913.9000244140625,913.9000244140625,HOLD (Price within Bollinger Bands),bollinger,947.2005356001284,926.5735931396484,905.9466506791684
CPAY,286.42498779296875,286.42498779296875,HOLD (Price within Bollinger Bands),bollinger,299.22520750197515,277.02774810791016,254.83028871384514
CPB,31.190000534057617,31.190000534057617,HOLD (Price within Bollinger Bands),bollinger,31.775570176365644,30.686499881744385,29.597429587123127
CPRT,41.5099983215332,41.5099983215332,HOLD (Price within Bollinger Bands),bollinger,46.331839015135074,43.0964994430542,39.861159870973324
CPT,103.44999694824219,103.44999694824219,HOLD (Price within Bollinger Bands),bollinger,106.20900265495155,102.05,97.89099734504845
CRL,172.2550048828125,172.2550048828125,HOLD (Price within Bollinger Bands),bollinger,197.7074687504794,180.0742500305176,162.4410313105558
CRM,246.11000061035156,246.11000061035156,HOLD (Price within Bollinger Bands),bollinger,266.04940850041294,251.57350158691406,237.09759467341516
CRWD,547.7399291992188,547.7399291992188,HOLD (Price within Bollinger Bands),bollinger,574.6069545097243,529.099496459961,483.5920384101976
CSCO,73.66500091552734,73.66500091552734,HOLD (Price within Bollinger Bands),bollinger,74.22900511369224,71.59774971008301,68.96649430647378
CSGP,68.5,68.5,HOLD (Price within Bollinger Bands),bollinger,80.68926195816164,72.34150047302246,63.99373898788329
CSX,35.31999969482422,35.31999969482422,HOLD (Price within Bollinger Bands),bollinger,36.62995910036602,35.705999755859374,34.782040411352725
CTAS,185.11000061035156,185.11000061035156,HOLD (Price within Bollinger Bands),bollinger,195.30706036165267,187.28749923706056,179.26793811246844
CTRA,26.25,26.25,HOLD (Price within Bollinger Bands),bollinger,27.335436167305822,24.42599983215332,21.516563497000817
CTSH,73.7699966430664,73.7699966430664,HOLD (Price within Bollinger Bands),bollinger,76.41867579734455,70.49549980163575,64.57232380592694
CTVA,66.63999938964844,66.63999938964844,SELL (Price above Upper Bollinger Band),bollinger,66.23279044833382,63.18950004577637,60.146209643218924
CVS,81.48999786376953,81.48999786376953,HOLD (Price within Bollinger Bands),bollinger,83.81057037151828,80.13969459533692,76.46881881915556
CVX,152.8800048828125,152.8800048828125,HOLD (Price within Bollinger Bands),bollinger,157.50039452034883,154.46600112915038,151.43160773795194
D,61.025001525878906,61.025001525878906,HOLD (Price within Bollinger Bands),bollinger,62.185198121224246,60.3227502822876,58.460302443350955
DAL,60.310001373291016,60.310001373291016,HOLD (Price within Bollinger Bands),bollinger,62.3763891564686,59.06950054168701,55.76261192690543
DASH,196.83999633789062,196.83999633789062,HOLD (Price within Bollinger Bands),bollinger,294.37065480734714,242.18450088500975,189.99834696267237
DAY,69.0250015258789,69.0250015258789,SELL (Price above Upper Bollinger Band),bollinger,68.89535301191195,68.51074981689453,68.12614662187711
DD,40.779998779296875,40.779998779296875,HOLD (Price within Bollinger Bands),bollinger,41.75040892551506,35.92270908355713,30.0950092415992
DDOG,190.05999755859375,190.05999755859375,HOLD (Price within Bollinger Bands),bollinger,199.75289307993853,165.94475021362305,132.13660734730757
DE,479.5,479.5,HOLD (Price within Bollinger Bands),bollinger,482.43310014111995,468.41100311279297,454.388906084466
DECK,84.58999633789062,84.58999633789062,HOLD (Price within Bollinger Bands),bollinger,106.13980009591526,88.39499931335449,70.65019853079372
DELL,142.13999938964844,142.13999938964844,HOLD (Price within Bollinger Bands),bollinger,168.38568272443175,152.99633255004883,137.60698237566592
DG,104.30999755859375,104.30999755859375,HOLD (Price within Bollinger Bands),bollinger,107.36578944711589,101.82299995422363,96.28021046133138
DGX,188.02999877929688,188.02999877929688,HOLD (Price within Bollinger Bands),bollinger,191.6901406286915,181.76549835205077,171.84085607541004
DHI,146.0800018310547,146.0800018310547,HOLD (Price within Bollinger Bands),bollinger,161.76150551370225,150.8265007019043,139.89149589010637
DHR,218.77000427246094,218.77000427246094,HOLD (Price within Bollinger Bands),bollinger,224.11516587910944,215.0884994506836,206.06183302225776
DIS,116.66999816894531,116.66999816894531,SELL (Price above Upper Bollinger Band),bollinger,115.45967379145883,112.16149940490723,108.86332501835564
DLR,164.1300048828125,164.1300048828125,HOLD (Price within Bollinger Bands),bollinger,178.8626844768751,171.2860023498535,163.7093202228319
DLTR,105.91999816894531,105.91999816894531,HOLD (Price within Bollinger Bands),bollinger,107.99537234906398,101.34300003051757,94.69062771197116
DOC,17.665599822998047,17.665599822998047,HOLD (Price within Bollinger Bands),bollinger,19.083749702205967,18.102680206298828,17.12161071039169
DOV,184.1699981689453,184.1699981689453,HOLD (Price within Bollinger Bands),bollinger,188.68822198953265,177.30500106811525,165.92178014669784
DOW,22.22559928894043,22.22559928894043,HOLD (Price within Bollinger Bands),bollinger,25.76133996345278,23.0772798538208,20.393219744188823
DPZ,403.8900146484375,403.8900146484375,HOLD (Price within Bollinger Bands),bollinger,426.3960574904701,410.63500213623047,394.8739467819908
DRI,175.1125030517578,175.1125030517578,HOLD (Price within Bollinger Bands),bollinger,191.66131025734475,181.46062622070312,171.2599421840615
DTE,140.1750030517578,140.1750030517578,HOLD (Price within Bollinger Bands),bollinger,145.5900086102173,139.0037498474121,132.41749108460692
DUK,123.87000274658203,123.87000274658203,HOLD (Price within Bollinger Bands),bollinger,129.90325181368317,125.66000061035156,121.41674940701996
DVA,124.47000122070312,124.47000122070312,HOLD (Price within Bollinger Bands),bollinger,132.42119134615564,124.48400077819824,116.54681021024084
DVN,35.130001068115234,35.130001068115234,SELL (Price above Upper Bollinger Band),bollinger,34.80646746143843,32.80599985122681,30.805532241015186
DXCM,59.53499984741211,59.53499984741211,HOLD (Price within Bollinger Bands),bollinger,75.78153116186878,64.20374984741211,52.62596853295544
EA,201.94000244140625,201.94000244140625,SELL (Price above Upper Bollinger Band),bollinger,201.75946529820038,200.63199996948242,199.50453464076446
EBAY,88.21499633789062,88.21499633789062,HOLD (Price within Bollinger Bands),bollinger,103.44707339272509,89.74225044250488,76.03742749228468
ECL,262.1700134277344,262.1700134277344,HOLD (Price within Bollinger Bands),bollinger,285.2383945833897,265.99750061035155,246.75660663731338
ED,99.9000015258789,99.9000015258789,HOLD (Price within Bollinger Bands),bollinger,102.8832472921814,99.18050003051758,95.47775276885376
EFX,208.30999755859375,208.30999755859375,HOLD (Price within Bollinger Bands),bollinger,239.4472039545789,218.41949996948242,197.39179598438594
EG,323.94000244140625,323.94000244140625,HOLD (Price within Bollinger Bands),bollinger,362.04550632447956,329.73100128173826,297.41649623899696
EIX,58.83000183105469,58.83000183105469,HOLD (Price within Bollinger Bands),bollinger,59.10037705982362,56.82150039672852,54.54262373363341
EL,92.44000244140625,92.44000244140625,HOLD (Price within Bollinger Bands),bollinger,105.15160372386087,95.7729995727539,86.39439542164693
ELV,330.1199951171875,330.1199951171875,HOLD (Price within Bollinger Bands),bollinger,362.49322706124934,331.06349792480466,299.63376878836
EME,649.6400146484375,649.6400146484375,HOLD (Price within Bollinger Bands),bollinger,768.1018079583558,686.7115020751953,605.3211961920348
EMR,132.3300018310547,132.3300018310547,HOLD (Price within Bollinger Bands),bollinger,140.02123641330644,133.07600173950195,126.13076706569746
EOG,108.98999786376953,108.98999786376953,SELL (Price above Upper Bollinger Band),bollinger,108.70483907170626,106.34699974060058,103.9891604094949
EPAM,180.02000427246094,180.02000427246094,HOLD (Price within Bollinger Bands),bollinger,184.32629287876168,161.81199951171874,139.2977061446758
EQIX,815.1950073242188,815.1950073242188,HOLD (Price within Bollinger Bands),bollinger,847.8764247818164,825.1712493896484,802.4660739974805
EQR,60.119998931884766,60.119998931884766,HOLD (Price within Bollinger Bands),bollinger,64.42657330274442,60.97800006866455,57.52942683458469
EQT,60.900001525878906,60.900001525878906,SELL (Price above Upper Bollinger Band),bollinger,60.64732574482693,55.211869621276854,49.77641349772678
ERIE,282.45001220703125,282.45001220703125,HOLD (Price within Bollinger Bands),bollinger,340.531318167853,303.52750396728516,266.5236897667173
ES,73.5199966430664,73.5199966430664,HOLD (Price within Bollinger Bands),bollinger,75.291999312831,73.3849998474121,71.47800038199321
ESS,257.7049865722656,257.7049865722656,HOLD (Price within Bollinger Bands),bollinger,267.92032515672065,258.3682502746582,248.81617539259568
ETN,367.3999938964844,367.3999938964844,HOLD (Price within Bollinger Bands),bollinger,390.07386189740686,376.66299896240236,363.25213602739785
ETR,96.54000091552734,96.54000091552734,HOLD (Price within Bollinger Bands),bollinger,97.51906213187513,96.2625,95.00593786812487
EVRG,77.12000274658203,77.12000274658203,HOLD (Price within Bollinger Bands),bollinger,79.10563265238771,77.36149978637695,75.6173669203662
EW,85.43499755859375,85.43499755859375,HOLD (Price within Bollinger Bands),bollinger,88.57266245694844,80.51324996948242,72.4538374820164
EXC,45.8650016784668,45.8650016784668,HOLD (Price within Bollinger Bands),bollinger,48.386863579372225,46.5881649017334,44.789466224094575
EXE,119.5199966430664,119.5199966430664,SELL (Price above Upper Bollinger Band),bollinger,119.1842642811035,107.01749954223632,94.85073480336915
EXPD,140.7949981689453,140.7949981689453,HOLD (Price within Bollinger Bands),bollinger,144.45149041375765,126.10324897766114,107.75500754156461
EXPE,276.6300048828125,276.6300048828125,SELL (Price above Upper Bollinger Band),bollinger,269.31862615525273,228.55650100708007,187.7943758589074
EXR,133.28500366210938,133.28500366210938,HOLD (Price within Bollinger Bands),bollinger,159.32785720761166,141.14174728393556,122.95563736025947
F,13.385499954223633,13.385499954223633,HOLD (Price within Bollinger Bands),bollinger,13.9037956596998,12.769275903701782,11.634756147703765
FANG,146.10000610351562,146.10000610351562,HOLD (Price within Bollinger Bands),bollinger,148.35596075581688,142.62249908447265,136.88903741312842
FAST,40.744998931884766,40.744998931884766,HOLD (Price within Bollinger Bands),bollinger,43.19675722315369,41.718885231018064,40.24101323888244
FCX,42.0099983215332,42.0099983215332,HOLD (Price within Bollinger Bands),bollinger,42.872735822854295,41.047499656677246,39.2222634905002
FDS,269.9599914550781,269.9599914550781,HOLD (Price within Bollinger Bands),bollinger,300.2296329685824,275.29199981689453,250.3543666652067
FDX,270.5350036621094,270.5350036621094,SELL (Price above Upper Bollinger Band),bollinger,269.72820025449454,249.97174987792968,230.2152995013648
FE,46.34550094604492,46.34550094604492,HOLD (Price within Bollinger Bands),bollinger,46.97048879448295,46.008507537841794,45.04652628120064
FFIV,240.98500061035156,240.98500061035156,HOLD (Price within Bollinger Bands),bollinger,319.2082272307641,268.37474899291993,217.54127075507577
FICO,1777.6600341796875,1777.6600341796875,HOLD (Price within Bollinger Bands),bollinger,1791.5120603570058,1653.7239929199218,1515.9359254828378
FIS,66.16999816894531,66.16999816894531,HOLD (Price within Bollinger Bands),bollinger,69.5674267362859,65.39549942016602,61.22357210404614
FISV,64.4800033569336,64.4800033569336,HOLD (Price within Bollinger Bands),bollinger,152.17225050249354,91.54450016021728,30.916749817941017
FITB,43.03499984741211,43.03499984741211,HOLD (Price within Bollinger Bands),bollinger,43.53990067590339,42.12174987792969,40.703599079955985
FOX,60.16999816894531,60.16999816894531,HOLD (Price within Bollinger Bands),bollinger,62.538713094528106,55.98750038146973,49.43628766841135
FOXA,66.66000366210938,66.66000366210938,HOLD (Price within Bollinger Bands),bollinger,69.16527870551249,62.31700057983399,55.46872245415548
FRT,98.52999877929688,98.52999877929688,HOLD (Price within Bollinger Bands),bollinger,102.26561502572405,98.04549980163574,93.82538457754744
FSLR,267.8500061035156,267.8500061035156,HOLD (Price within Bollinger Bands),bollinger,286.6561273613858,249.94200439453124,213.22788142767666
FTNT,82.2300033569336,82.2300033569336,HOLD (Price within Bollinger Bands),bollinger,87.76427839946888,84.3305004119873,80.89672242450573
FTV,52.02000045776367,52.02000045776367,HOLD (Price within Bollinger Bands),bollinger,52.20972743344578,50.16750011444092,48.12527279543606
GD,351.1600036621094,351.1600036621094,HOLD (Price within Bollinger Bands),bollinger,356.27481971766485,343.57899780273436,330.8831758878039
GDDY,131.97000122070312,131.97000122070312,HOLD (Price within Bollinger Bands),bollinger,136.21987873366044,131.50800094604492,126.7961231584294
GE,307.94000244140625,307.94000244140625,HOLD (Price within Bollinger Bands),bollinger,315.67759690550076,306.7560012817383,297.8344056579758
GEHC,74.40499877929688,74.40499877929688,HOLD (Price within Bollinger Bands),bollinger,79.10616583382706,75.41600341796875,71.72584100211044
GEN,27.221399307250977,27.221399307250977,HOLD (Price within Bollinger Bands),bollinger,27.69262727366204,26.522070121765136,25.35151296986823
GEV,575.52001953125,575.52001953125,HOLD (Price within Bollinger Bands),bollinger,607.302153227653,578.7304626464844,550.1587720653158
GILD,123.1500015258789,123.1500015258789,HOLD (Price within Bollinger Bands),bollinger,125.21782879478144,120.9900001525879,116.76217151039435
GIS,46.45500183105469,46.45500183105469,HOLD (Price within Bollinger Bands),bollinger,49.26910933413848,47.297750282287595,45.32639123043671
GL,133.49000549316406,133.49000549316406,HOLD (Price within Bollinger Bands),bollinger,136.65172518796584,133.51149978637696,130.37127438478808
GLW,88.94999694824219,88.94999694824219,HOLD (Price within Bollinger Bands),bollinger,90.88661671397402,87.19850006103516,83.5103834080963
GM,72.11000061035156,72.11000061035156,HOLD (Price within Bollinger Bands),bollinger,76.12017018659702,67.4064998626709,58.692829538744775
GNRC,161.9149932861328,161.9149932861328,HOLD (Price within Bollinger Bands),bollinger,206.66659636886075,174.78874816894532,142.91089996902988
GOOG,286.760009765625,286.760009765625,HOLD (Price within Bollinger Bands),bollinger,300.94032179717965,271.95549926757815,242.97067673797667
GOOGL,286.17999267578125,286.17999267578125,HOLD (Price within Bollinger Bands),bollinger,300.45661384285364,271.35900115966797,242.2613884764823
GPC,127.94499969482422,127.94499969482422,HOLD (Price within Bollinger Bands),bollinger,136.44237834836372,129.0577491760254,121.67312000368709
GPN,77.69999694824219,77.69999694824219,HOLD (Price within Bollinger Bands),bollinger,90.73126283946357,81.58150024414063,72.43173764881769
